timestamp_utc	category	size_bytes	size_human	path	context
2026-02-22T18:31:29Z	top200_any	6617485312	6462388KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.8906/SRR14828091.Renatos-MacBook-Pro-2.local.8906.0000.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6617485312	6462388KiB	/Users/renatosocodato/PFn1 5xFAD/fasterq.tmp.Renatos-MacBook-Pro-2.local.99857/SRR14828091.Renatos-MacBook-Pro-2.local.99857.0000.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6570340352	6416348KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9292/SRR14828094.Renatos-MacBook-Pro-2.local.9292.0003.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6569877504	6415896KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9292/SRR14828094.Renatos-MacBook-Pro-2.local.9292.0005.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6569820160	6415840KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9292/SRR14828094.Renatos-MacBook-Pro-2.local.9292.0002.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6569332736	6415364KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9292/SRR14828094.Renatos-MacBook-Pro-2.local.9292.0004.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6565847040	6411960KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9292/SRR14828094.Renatos-MacBook-Pro-2.local.9292.0001.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6559531008	6405792KiB	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4.6_performance	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6506893312	6354388KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9292/SRR14828094.Renatos-MacBook-Pro-2.local.9292.0000.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6254379008	6107792KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase14/data/miga_microglia_eqtl	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6172549120	6027880KiB	/Users/renatosocodato/Downloads/ActinMicrotub/male/test003.nd2	du_ak_top200
2026-02-22T18:31:29Z	top200_any	6148833280	6004720KiB	/Users/renatosocodato/thermocausality_mtce/revision/20260202_1400_tierA_closure/downloads	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5963489280	5823720KiB	/Users/renatosocodato/amanda sierra_colab/data/devvis/DevVIS_multiome_snRNA_processed.h5ad	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5963489280	5823720KiB	/Users/renatosocodato/amanda sierra_colab/data/devvis	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5920530432	5781768KiB	/Users/renatosocodato/Downloads/ActinMicrotub/Female/test005.nd2	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5920530432	5781768KiB	/Users/renatosocodato/Downloads/ActinMicrotub/Female	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5834092544	5697356KiB	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4.6_performance/external_data	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5782781952	5647248KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase15/analysis/data/ssread_temp/AD00802.rds	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5322756096	5198004KiB	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/thermocausality_mtce_omics_mirror_2026-02-04/phase23_collective_intelligence_omics_mirror	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5271994368	5148432KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/data/raw/PXD045058/PILOTstudy_searchresults_sampleannotations.zip	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5130649600	5010400KiB	/Users/renatosocodato/.codex	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5031460864	4913536KiB	/Users/renatosocodato/codex_session_logs/session_20260202T044733Z.log	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5018402816	4900784KiB	/Users/renatosocodato/Desktop/CDC42_microglia_paper/phase2/consolidation_phase1+2+3+4/.deprecated/old_bundles	du_ak_top200
2026-02-22T18:31:29Z	top200_any	5015683072	4898128KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/data/raw/GSE178317/fastq	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4905172992	4790208KiB	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase4.6_performance/external_data/phase4_proteome_mirror	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4859781120	4745880KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/data/large_scrna	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4736823296	4625804KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9163/SRR14828092.Renatos-MacBook-Pro-2.local.9163.0003.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4736499712	4625488KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9163/SRR14828092.Renatos-MacBook-Pro-2.local.9163.0002.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4736479232	4625468KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9163/SRR14828092.Renatos-MacBook-Pro-2.local.9163.0005.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4736163840	4625160KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9163/SRR14828092.Renatos-MacBook-Pro-2.local.9163.0004.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4716937216	4606384KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9163/SRR14828092.Renatos-MacBook-Pro-2.local.9163.0001.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4690841600	4580900KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/data/Gastrulation/gastrulation.h5ad	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4690841600	4580900KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/data/Gastrulation	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4689203200	4579300KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/fasterq.tmp.Renatos-MacBook-Pro-2.local.9163/SRR14828092.Renatos-MacBook-Pro-2.local.9163.0000.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4657332224	4548176KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase15/data	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4611006464	4502936KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/data/processed	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4606541824	4498576KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase15/data/geo_full_datasets	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4444438528	4340272KiB	/Users/renatosocodato/thermocausality_mtce/phase23_collective_intelligence/omics_mirror/scRNA	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4438142976	4334124KiB	/Users/renatosocodato/Library/R/arm64/4.5/library	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4438142976	4334124KiB	/Users/renatosocodato/Library/R/arm64/4.5	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4438142976	4334124KiB	/Users/renatosocodato/Library/R/arm64	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4438142976	4334124KiB	/Users/renatosocodato/Library/R	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4315672576	4214524KiB	/Users/renatosocodato/cdc42_2p_fvsm_velocities/phases/phase1_discovery/revision/20260202_1300_phase1_discovery/mirrors/repo_root_02/data	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4315672576	4214524KiB	/Users/renatosocodato/cdc42_2p_fvsm_velocities/data	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4306853888	4205912KiB	/Users/renatosocodato/thermocausality_mtce/phase23_collective_intelligence/omics_mirror/spatial/GSE233208/GSE233208_5XFAD_seurat_processed_annotated.rds	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4306853888	4205912KiB	/Users/renatosocodato/thermocausality_mtce/phase22_thermodynamic_cost/omics_mirror/spatial/GSE233208/GSE233208_5XFAD_seurat_processed_annotated.rds	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4196933632	4098568KiB	/Users/renatosocodato/thermocausality_mtce/phase23_collective_intelligence/omics_mirror/spatial/GSE233208/GSE233208_5XFAD_seurat_processed_annotated.rds.gz	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4196933632	4098568KiB	/Users/renatosocodato/thermocausality_mtce/phase22_thermodynamic_cost/omics_mirror/spatial/GSE233208/GSE233208_5XFAD_seurat_processed_annotated.rds.gz	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4138840064	4041836KiB	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/thermocausality_mtce_omics_mirror_2026-02-04/phase23_collective_intelligence_omics_mirror/mibi	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4076371968	3980832KiB	/Users/renatosocodato/PFn1 5xFAD/spatial_integration/phase17/data/raw/GSE178317_geneexpr_subset_SRR14828083_20M/SRR14828083_2.fastq	du_ak_top200
2026-02-22T18:31:29Z	top200_any	4055343104	3960296KiB	/Users/renatosocodato/Library/Caches/Homebrew	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3993042944	3899456KiB	/Users/renatosocodato/Library/Caches/Homebrew/downloads	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3909091328	3817472KiB	/Users/renatosocodato/PFn1 5xFAD/fasterq.tmp.Renatos-MacBook-Pro-2.local.95902/SRR14828091.Renatos-MacBook-Pro-2.local.95902.0000.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3907719168	3816132KiB	/Users/renatosocodato/thermocausality_mtce/phase23_collective_intelligence/omics_mirror/scRNA/allen_ctx_hpf_smartseq	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3845128192	3755008KiB	/Users/renatosocodato/PFn1 5xFAD/fasterq.tmp.Renatos-MacBook-Pro-2.local.95902/SRR14828091.Renatos-MacBook-Pro-2.local.95902.0002.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3836739584	3746816KiB	/Users/renatosocodato/PFn1 5xFAD/fasterq.tmp.Renatos-MacBook-Pro-2.local.95902/SRR14828091.Renatos-MacBook-Pro-2.local.95902.0001.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3800293376	3711224KiB	/Users/renatosocodato/thermocausality_mtce/revision/20260202_1400_tierA_closure/downloads/mibi	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3739222016	3651584KiB	/Users/renatosocodato/PFn1 5xFAD/fasterq.tmp.Renatos-MacBook-Pro-2.local.95902/SRR14828091.Renatos-MacBook-Pro-2.local.95902.0004.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3721396224	3634176KiB	/Users/renatosocodato/PFn1 5xFAD/fasterq.tmp.Renatos-MacBook-Pro-2.local.95902/SRR14828091.Renatos-MacBook-Pro-2.local.95902.0005.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3719282688	3632112KiB	/Users/renatosocodato/thermocausality_mtce/revision/20260202_1400_tierA_closure/unpacked	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3698081792	3611408KiB	/Users/renatosocodato/kb_microglia_nexus/releases/20260213_233034_20260213_sentineldimorph_canonical_guarded_r10_seed9_SentinelDimorphKB	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3666870272	3580928KiB	/Users/renatosocodato/PFn1 5xFAD/fasterq.tmp.Renatos-MacBook-Pro-2.local.95902/SRR14828091.Renatos-MacBook-Pro-2.local.95902.0003.0	du_ak_top200
2026-02-22T18:31:29Z	top200_any	3585765376	3501724KiB	/Users/renatosocodato/thermocausality_mtce/phase23_collective_intelligence/omics_mirror/scRNA/allen_ctx_hpf_smartseq/expression_matrix.hdf5	du_ak_top200
