timestamp_utc	root	placeholder_path	status	candidate_path	reason	score	old_size	new_size	old_sha256	new_sha256
2026-02-24T11:37:06.324242Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/test_federation_v1.sh	unresolved_no_candidate		no_nonplaceholder_candidate		194	194		
2026-02-24T11:37:06.324831Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/cyto_kb.db	unresolved_no_candidate		no_nonplaceholder_candidate		183	183		
2026-02-24T11:37:06.325111Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/README.html	unresolved_no_candidate		no_nonplaceholder_candidate		184	184		
2026-02-24T11:37:06.325297Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/agent_intent.yaml	unresolved_no_candidate		no_nonplaceholder_candidate		190	190		
2026-02-24T11:37:06.325642Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/requirements-optional.txt	unresolved_no_candidate		no_nonplaceholder_candidate		198	198		
2026-02-24T11:37:06.325825Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/test_federation_v1_smoke.sh	unresolved_no_candidate		no_nonplaceholder_candidate		200	200		
2026-02-24T11:37:06.325919Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/deliverables/atp_budget_genotype.json	unresolved_no_candidate		no_nonplaceholder_candidate		252	252		
2026-02-24T11:37:06.325983Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/deliverables/atp_budget.json	unresolved_no_candidate		no_nonplaceholder_candidate		243	243		
2026-02-24T11:37:06.326190Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/LINEAGE.yml	unresolved_no_candidate		no_nonplaceholder_candidate		237	237		
2026-02-24T11:37:06.327397Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/DATA_SOURCES.md	replaced	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/docs/DATA_SOURCES.md	best_scored_nonplaceholder_candidate	5.5236	241	12430	d77b0e59af9bed1c34081522ed159eb2a436a099663539776c25f97004aa4bcc	fcb3162694aff1a2828545b6a22ca4688c6a112900659b3cc8caed56bd8fe4fe
2026-02-24T11:37:06.327571Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/source_manifest.json	unresolved_no_candidate		no_nonplaceholder_candidate		246	246		
2026-02-24T11:37:06.327803Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/transform_log.md	unresolved_no_candidate		no_nonplaceholder_candidate		242	242		
2026-02-24T11:37:06.328659Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/DATA_PROVENANCE_QUICK_REFERENCE.md	replaced	/Users/renatosocodato/thermocausality_mtce/DATA_PROVENANCE_QUICK_REFERENCE.md	best_scored_nonplaceholder_candidate	10.4858	260	8773	49dd74311248b595fe7b8316b41b26297ca2ddb66cc09fdfe7904f9f916bc24c	75961ba207cebd93fdf17701e16775ddb3faeed0b47b370c365c39c959d63a37
2026-02-24T11:37:06.329452Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/GOVERNANCE_DATA_PROVENANCE.md	replaced	/Users/renatosocodato/thermocausality_mtce/GOVERNANCE_DATA_PROVENANCE.md	best_scored_nonplaceholder_candidate	10.4857	255	8768	e590dc3055d7c16c8de3cee507a8314ed165cd28bce374e46fe0a7acbf5f860e	38f14b15d489ea64cce1aae65a634349b8fb5de9225dc198db6d26d77a6f3123
2026-02-24T11:37:06.329558Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/parsed_manifest.json	unresolved_no_candidate		no_nonplaceholder_candidate		246	246		
2026-02-24T11:37:06.329741Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/derived_manifest.json	unresolved_no_candidate		no_nonplaceholder_candidate		247	247		
2026-02-24T11:37:06.330482Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/raw/BIOLOGICAL_CONTEXT.yml	skipped_multicandidate		multiple_top_candidates	5.5555	241	241		
2026-02-24T11:37:06.330926Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/raw/DATA_DICTIONARY.yml	skipped_multicandidate		multiple_top_candidates	5.5087	238	238		
2026-02-24T11:37:06.331028Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/raw/corrected_cell_ids.txt	unresolved_no_candidate		no_nonplaceholder_candidate		241	241		
2026-02-24T11:37:06.370207Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_thermocausality_mtce/README.md	replaced	/Users/renatosocodato/Library/CloudStorage/GoogleDrive-renato.socodato@gmail.com/My Drive/spatial_integration_archive/README.md	best_scored_nonplaceholder_candidate	5.6481	223	39133	c2bb9aedf48c4e060d85cc3301b473516fb86b012b9a8ed9089d0362f3371cb3	37868de98c6e87691e2e57f6e8dee4d9c19ae170fe9c080433fbac6c537e741a
2026-02-24T11:37:06.370468Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_1.xlsx	unresolved_no_candidate		no_nonplaceholder_candidate		260	260		
2026-02-24T11:37:06.370621Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_4.xlsx	unresolved_no_candidate		no_nonplaceholder_candidate		260	260		
2026-02-24T11:37:06.370784Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_1.xlsx	unresolved_no_candidate		no_nonplaceholder_candidate		258	258		
2026-02-24T11:37:06.370937Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_3.xlsx	unresolved_no_candidate		no_nonplaceholder_candidate		260	260		
2026-02-24T11:37:06.371090Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_1.xlsx	unresolved_no_candidate		no_nonplaceholder_candidate		258	258		
2026-02-24T11:37:06.371239Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_2.xlsx	unresolved_no_candidate		no_nonplaceholder_candidate		260	260		
2026-02-24T11:37:06.371376Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_3.xlsx	unresolved_no_candidate		no_nonplaceholder_candidate		258	258		
