timestamp_utc	path	size_bytes_before
2026-02-22T18:40:29Z	/Users/renatosocodato/codex_session_logs	7255797760

# top_level_entries
4913536	/Users/renatosocodato/codex_session_logs/session_20260202T044733Z.log
438732	/Users/renatosocodato/codex_session_logs/session_20260202T044732Z.log
306328	/Users/renatosocodato/codex_session_logs/session_20260202T151033Z.log
235808	/Users/renatosocodato/codex_session_logs/session_20260209T110109Z.log
177308	/Users/renatosocodato/codex_session_logs/session_20260204T234832Z.log
157588	/Users/renatosocodato/codex_session_logs/session_20260204T220239Z.log
114692	/Users/renatosocodato/codex_session_logs/session_20260219T135543Z.log
91888	/Users/renatosocodato/codex_session_logs/session_20260204T164812Z.log
88244	/Users/renatosocodato/codex_session_logs/session_20260202T001013Z.log
84028	/Users/renatosocodato/codex_session_logs/session_20260202T183712Z.log
81924	/Users/renatosocodato/codex_session_logs/session_20260218T144314Z.log
59772	/Users/renatosocodato/codex_session_logs/session_20260204T095458Z.log
42652	/Users/renatosocodato/codex_session_logs/session_20260205T184028Z.log
36456	/Users/renatosocodato/codex_session_logs/session_20260211T070941Z.log
35032	/Users/renatosocodato/codex_session_logs/session_20260202T183705Z.log
31520	/Users/renatosocodato/codex_session_logs/session_20260212T082554Z.log
29328	/Users/renatosocodato/codex_session_logs/session_20260131T113611Z.log
28348	/Users/renatosocodato/codex_session_logs/session_20260202T113046Z.log
25780	/Users/renatosocodato/codex_session_logs/session_20260201T135135Z.log
19052	/Users/renatosocodato/codex_session_logs/session_20260202T154724Z.log
17736	/Users/renatosocodato/codex_session_logs/session_20260202T093621Z.log
17412	/Users/renatosocodato/codex_session_logs/session_20260218T181016Z.log
15716	/Users/renatosocodato/codex_session_logs/session_20260131T050711Z.log
9220	/Users/renatosocodato/codex_session_logs/session_20260218T002809Z.log
6544	/Users/renatosocodato/codex_session_logs/session_20260202T002433Z.log
5688	/Users/renatosocodato/codex_session_logs/session_20260221T195723Z.log
5040	/Users/renatosocodato/codex_session_logs/session_20260207T083206Z.log
3188	/Users/renatosocodato/codex_session_logs/session_20260202T030954Z.log
1388	/Users/renatosocodato/codex_session_logs/session_20260129T000926Z.log
1128	/Users/renatosocodato/codex_session_logs/session_20260202T203625Z.log
860	/Users/renatosocodato/codex_session_logs/session_20260201T235919Z.log
708	/Users/renatosocodato/codex_session_logs/session_20260202T032807Z.log
540	/Users/renatosocodato/codex_session_logs/session_20260218T121046Z.log
388	/Users/renatosocodato/codex_session_logs/session_20260218T002808Z.log
372	/Users/renatosocodato/codex_session_logs/session_20260218T192717Z.log
372	/Users/renatosocodato/codex_session_logs/session_20260202T043429Z.log
200	/Users/renatosocodato/codex_session_logs/session_20260218T180714Z.log
152	/Users/renatosocodato/codex_session_logs/session_20260214T115351Z.log
140	/Users/renatosocodato/codex_session_logs/session_20260204T164530Z.log
124	/Users/renatosocodato/codex_session_logs/session_20260217T103718Z.log
100	/Users/renatosocodato/codex_session_logs/session_20260217T233500Z.log
56	/Users/renatosocodato/codex_session_logs/session_20260213T100712Z.log
48	/Users/renatosocodato/codex_session_logs/session_20260218T000925Z.log
44	/Users/renatosocodato/codex_session_logs/session_20260204T202148Z.log
36	/Users/renatosocodato/codex_session_logs/session_20260221T201126Z.log
32	/Users/renatosocodato/codex_session_logs/session_20260201T134744Z.log
20	/Users/renatosocodato/codex_session_logs/session_20260217T233336Z.log
8	/Users/renatosocodato/codex_session_logs/session_20260218T185837Z.log
8	/Users/renatosocodato/codex_session_logs/session_20260217T233958Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260222T132122Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260222T124847Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260222T120432Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260222T093308Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260221T112137Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260221T103830Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260221T095611Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260221T084459Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260221T082824Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260221T065047Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260220T212712Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260220T200809Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260220T183757Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260220T155750Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260220T150023Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260220T121339Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260220T113359Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260220T111034Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T193114Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T190620Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T165124Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T142009Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T134706Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T134700Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T123017Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T120028Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T114655Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T113336Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T111930Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T100836Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260219T095540Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T210536Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T203048Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T202334Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T195025Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T194648Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T190300Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T180548Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T153506Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T153104Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T143710Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T135125Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T124308Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T113720Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T112528Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T104658Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T100517Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T094022Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260218T002813Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T201154Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T191829Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T182335Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T181703Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T181406Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T171059Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T150102Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T134135Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T122001Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T120626Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T113623Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T110416Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T095817Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T033505Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260217T025401Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T222630Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T191112Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T190419Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T162432Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T154626Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T152646Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T151412Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T135334Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T130636Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T122258Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T112801Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T085623Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T075221Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260216T012403Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260215T201000Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260215T171042Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260215T150619Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260215T135058Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260215T134341Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260215T091809Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260214T203115Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260214T120021Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260214T114858Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260213T122426Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260213T115536Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260213T112146Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260213T112036Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260213T100944Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260212T082552Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260211T152425Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260211T110820Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260211T092616Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260211T070943Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260211T070940Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260210T185016Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260210T183745Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260210T181005Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260210T115122Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260209T175953Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260209T171531Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260209T171517Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260204T212213Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260202T154656Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260201T225243Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260201T225237Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260201T094100Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260130T093714Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260129T225338Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260129T224310Z.log
4	/Users/renatosocodato/codex_session_logs/session_20260128T195108Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260220T105003Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260218T192709Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260218T180703Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260218T121042Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260218T075441Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260218T002810Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260217T233706Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260217T121042Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260216T182014Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260216T124130Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260213T092517Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260213T092511Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260212T183718Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260212T183703Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260212T163904Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260212T093745Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260212T093100Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260212T082553Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260212T075147Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260212T074922Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260211T231949Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260211T231245Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260211T091812Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260211T070939Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260210T212909Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260210T212034Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260210T201820Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260210T195238Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260210T185107Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260210T181006Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260210T153312Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260210T124031Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260210T115640Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260209T173210Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260209T151026Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260209T135518Z.log
0	/Users/renatosocodato/codex_session_logs/session_20260209T111523Z.log
