timestamp_utc	root	raw_placeholder_path	normalized_path	source	status	method
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/test_federation_v1.sh	/Users/renatosocodato/cyto_kb/test_federation_v1.sh		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/cyto_kb.db	/Users/renatosocodato/cyto_kb/cyto_kb.db		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/README.html	/Users/renatosocodato/cyto_kb/README.html		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/agent_intent.yaml	/Users/renatosocodato/cyto_kb/agent_intent.yaml		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/requirements-optional.txt	/Users/renatosocodato/cyto_kb/requirements-optional.txt		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/test_federation_v1_smoke.sh	/Users/renatosocodato/cyto_kb/test_federation_v1_smoke.sh		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/deliverables/atp_budget_genotype.json	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/deliverables/atp_budget_genotype.json		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/deliverables/atp_budget.json	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/deliverables/atp_budget.json		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/LINEAGE.yml	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/LINEAGE.yml		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/source_manifest.json	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/source_manifest.json		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/transform_log.md	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/transform_log.md		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/parsed_manifest.json	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/parsed_manifest.json		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/derived_manifest.json	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/provenance/derived_manifest.json		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/raw/BIOLOGICAL_CONTEXT.yml	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/raw/BIOLOGICAL_CONTEXT.yml		already_real	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/raw/DATA_DICTIONARY.yml	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/raw/DATA_DICTIONARY.yml		already_real	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/raw/corrected_cell_ids.txt	/Users/renatosocodato/cyto_kb/source_data/external/thermocausality_mtce/raw/corrected_cell_ids.txt		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_1.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_1.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_4.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_4.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_1.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_1.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_3.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_3.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_1.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_1.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_2.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_2.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_3.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_3.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_1.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Female_1.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_4.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_4.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_2.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Male_2.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_4.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_4.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_2.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_2.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_3.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_3.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_2.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/CKO_Female_2.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_3.xlsx	/Users/renatosocodato/cyto_kb/source_data/raw/src_cdc42_story_archaeology/velocity/XYRaw_track_data/Ctl_Male_3.xlsx		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_f0b85244/bigdataprocessor_bigdataprocessor2_master.zip	/Users/renatosocodato/cyto_kb/source_data/raw/src_f0b85244/bigdataprocessor_bigdataprocessor2_master.zip		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_34046d5b/max-brambach_microglia_centrosome_main.zip	/Users/renatosocodato/cyto_kb/source_data/raw/src_34046d5b/max-brambach_microglia_centrosome_main.zip		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_152000dc/ggosti_maxIntensityRadialProfile_main.zip	/Users/renatosocodato/cyto_kb/source_data/raw/src_152000dc/ggosti_maxIntensityRadialProfile_main.zip		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/raw/src_a31ff2c2/imagescience_MTrackJ_master.zip	/Users/renatosocodato/cyto_kb/source_data/raw/src_a31ff2c2/imagescience_MTrackJ_master.zip		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/src_1920640ed08b89895d6283b7dd8ab0bc_cdc42_active_matter.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/src_1920640ed08b89895d6283b7dd8ab0bc_cdc42_active_matter.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/src_bde98d5e_https:/static-content.springer.com/esm/art%3A10.1038%2Fs41467-023-41891-6/MediaObjects/41467_2023_41891_MOESM10_ESM.zip.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/src_bde98d5e_https:/static-content.springer.com/esm/art%3A10.1038%2Fs41467-023-41891-6/MediaObjects/41467_2023_41891_MOESM10_ESM.zip.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/src_1343f3e4_https:/static-content.springer.com/esm/art%3A10.1038%2Fs41467-023-41891-6/MediaObjects/41467_2023_41891_MOESM1_ESM.pdf.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/src_1343f3e4_https:/static-content.springer.com/esm/art%3A10.1038%2Fs41467-023-41891-6/MediaObjects/41467_2023_41891_MOESM1_ESM.pdf.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/src_43cf2d44_https:/cdn.elifesciences.org/articles/82094/elife-82094-fig3-data2-v1.xlsx.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/src_43cf2d44_https:/cdn.elifesciences.org/articles/82094/elife-82094-fig3-data2-v1.xlsx.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_5i.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_5i.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S2i.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S2i.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1d.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1d.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_6f.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_6f.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1f.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1f.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S2k.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S2k.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_6c.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_6c.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1c.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1c.csv		unresolved	
2026-02-24T12:20:46Z	/Users/renatosocodato/cyto_kb	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1b.csv	/Users/renatosocodato/cyto_kb/source_data/parsed/supplements/b6b0c0a6c1086c67_MOESM13_S1b.csv		unresolved	
